Country Name,Year,Employment Sector: Agriculture,Employment Sector: Industry,Employment Sector: Services,Unemployment Rate,GDP (in USD)
Gabon,1991,44.3208915576312,9.34183377194608,46.3368628274666,17.282,5402919784.57004
"Gambia, The",1991,66.4350777158028,4.29938075839115,29.2658684749132,9.861,690311080.515018
Georgia,1991,47.3910471629541,13.0020040298384,39.6069488072075,2.7,6324503311.25828
Germany,1991,3.6958108390015,39.211972663409,57.0922244791381,5.316,1875792575132.59
Ghana,1991,63.436070381,9.76606288407896,26.797866734921,3.489,6603185267.79643
Greece,1991,19.8805115525834,25.8154120649076,54.3040503126815,7.572,103680863712.844
Guatemala,1991,30.9424423390745,26.3836408162527,42.6739168446729,2.684,9406135143.41165
Guinea,1991,73.2785170614109,5.22554166503767,21.4959412735514,4.573,4396178694.1535
Guinea-Bissau,1991,63.0509107576349,9.92954996859456,27.0195392737705,3.038,668470890.785147
Guyana,1991,35.8941268240089,21.5658807721995,42.5399924037916,12.055,348533094.812165
Haiti,1991,53.690304598275,11.3524055199511,34.9572898817739,7.363,3473562627.79423
Honduras,1991,38.0437778812178,21.2557964799687,40.7004824740135,4.58,4648668478.56753
"Hong Kong SAR, China",1991,0.823493838982895,35.6284797136576,63.5480605747461,1.8,88959997899.9293
Hungary,1991,11.7697357311153,35.7836284342783,52.4466358346064,8.5,34867307352.646
Iceland,1991,10.2041683786962,26.5022173734397,63.2943226738832,2.548,6909730288.17061
India,1991,63.4089826496746,14.5670397549366,22.0239775953888,7.722,270105341879.226
Indonesia,1991,46.9370761613069,16.8740880577718,36.1888357809213,2.617,116621996217.133
"Iran, Islamic Rep.",1991,24.9846279899949,31.3624640807428,43.6529079292623,11.1,131637664957.524
Iraq,1991,18.1041216648301,24.6278951326152,57.2680092402614,8.652,407796349.663785
Ireland,1991,13.9661248746431,27.3355958093873,58.6982793159696,15.771,49787502852.0725
Israel,1991,3.53509509743732,28.7957618614097,67.669086247915,13.387,70998755006.9019
Italy,1991,8.44284596976938,34.900420002889,56.6567340273416,10.097,1249092439519.28
Jamaica,1991,27.9299495109637,19.1965657698968,52.8733871557843,6.235,4106207649.05547
Japan,1991,6.73607808559238,34.5953614007829,58.6685620734249,2.059,3648065760648.88
Jordan,1991,4.84756729190903,20.9713302204019,74.1812618527785,21.406,4344467193.25095
Kazakhstan,1991,36.6573733434185,18.2095152116865,45.133111444895,0.9,24923076923.0769
Kenya,1991,47.9918074367169,13.6236816498573,38.3844993843472,2.792,8151488783.19064
"Korea, Rep.",1991,16.3668487431391,35.9513848491152,47.6817664077457,2.407,330647042837.334
Kuwait,1991,2.38191504097455,22.3718445475204,75.2462404115051,0.881,11009993703.1474
Kyrgyz Republic,1991,35.4997111496245,26.5492077991687,37.9510810512068,1.0,2542256424.35069
Lao PDR,1991,86.343398619126,3.0335364991507,10.623002040456,2.498,1028087972.31085
Lebanon,1991,7.32721096834035,23.9314615906542,68.7413274410055,8.609,4690415092.53663
Lesotho,1991,51.394265616453,18.7988143656449,29.8069200179021,15.59,704325366.718393
Liberia,1991,55.5685452901545,11.5828464208285,32.848608289017,2.641,348000000.0
Libya,1991,14.4185088884291,28.0953045896115,57.4861865219594,18.538,31991821264.7118
Luxembourg,1991,3.53344072402641,26.895835126594,69.5701093171674,1.482,13834219728.293
"Macao SAR, China",1991,0.399949841274032,30.5704235112428,69.0296266474832,3.01,3765249711.09098
Madagascar,1991,79.2056602093914,8.90746419058363,11.886875600025,6.168,3254713056.02171
Malawi,1991,75.0296858268522,7.24111809449358,17.7291960786542,4.923,3206783830.41779
Malaysia,1991,18.8878829150157,31.3848237642903,49.727293320694,3.702,49143148094.2683
Maldives,1991,21.6991812558452,22.7213808719051,55.5794378722497,0.799,244396761.92334
Mali,1991,69.2731213898656,7.35399673930072,23.3728818708337,1.405,2724131458.26216
Malta,1991,2.61981266482767,34.1303161659947,63.2506289975446,6.353,2750216746.88426
Mauritania,1991,47.0589477775243,15.9257006226818,37.0153515997939,9.984,2133692696.74857
Mauritius,1991,14.7842746679915,40.0314240415311,45.1840635897095,9.507,2895354736.18332
Mexico,1991,25.935738941413,23.4715795880455,50.5926883751728,3.145,313139656145.745
Moldova,1991,41.7874562676353,19.4134613676987,38.799082364666,1.9,3094565870.64237
Mongolia,1991,43.8498407937272,17.2258087988584,38.9243504074144,5.659,2379018326.31579
Morocco,1991,42.9799105991002,24.4284498359931,32.5916395649067,13.538,32285573573.9185
Mozambique,1991,85.0538433333936,2.33599763479231,12.6101590318141,2.842,3854856434.58062
Myanmar,1991,69.246630974122,8.70688077561343,22.0464780323481,0.832,2069832686.98061
Namibia,1991,48.284319757188,15.0455956140711,36.670084628741,19.14,2996869281.48364
Nepal,1991,77.4760486269517,8.49296668052063,14.0309846925277,10.484,3921476084.89072
Netherlands,1991,4.29115487336728,24.9002725508447,70.808572575788,7.285,327982316124.47
New Caledonia,1991,8.07844932844933,24.5009157509158,67.4206349206349,18.009,2653780672.09555
New Zealand,1991,10.7641428560193,23.7873806846036,65.4484764593771,10.614,42745329732.163
Nicaragua,1991,35.0278214588121,18.3660622767758,46.6061162644121,7.946,1488804123.71134
Niger,1991,79.0562700201385,8.66223970484174,12.2814902750198,1.583,3285796874.97125
Nigeria,1991,52.3565572343255,11.4136994329672,36.2297433327073,3.851,59526833412.3581
North Macedonia,1991,26.8039823790694,36.2895511293359,36.9064664915947,24.5,4938775510.20408
Norway,1991,5.78359536877402,23.5730568780349,70.6433477531911,5.407,121872464483.487
Oman,1991,9.9672485915529,7.46387360925982,82.5688777991873,4.055,12918335500.6502
Pakistan,1991,46.3125455842809,21.0247123832633,32.6627420324558,0.611,45625336680.2047
Panama,1991,27.2950381409353,14.460268360943,58.2446934981217,6.445,7074675500.0
Papua New Guinea,1991,37.4589261450047,3.20115233873947,59.3398601432936,2.799,3787394957.98319
Paraguay,1991,29.5859980014212,18.5147298745226,51.8992721240562,5.1,6984367762.90371
Peru,1991,41.8949846487036,16.0617582581471,42.0432570931493,4.934,34341465998.2003
Philippines,1991,45.2875356025111,16.046319883078,38.6661445144109,3.729,51784144942.727
Poland,1991,25.4505885559843,33.0072579467663,41.5421469320613,13.611,85500935934.9901
Portugal,1991,11.9032771644169,33.5941025317278,54.5026203038553,3.919,89233599278.4792
Qatar,1991,4.35071758731932,31.266304627391,64.3829777852897,0.87,6883516483.51648
Romania,1991,38.8858304750461,34.5337188284978,26.580459902384,8.218,28850634899.856
Russian Federation,1991,12.0918076447284,33.6560724133655,54.2521144189408,5.068,517962962962.963
Rwanda,1991,89.7211508681028,2.34542611547655,7.93342301642067,12.31,1911600236.67461
Samoa,1991,46.6380048457909,10.5058932832966,42.8561018709125,2.1,125597205.422315
Sao Tome and Principe,1991,41.1751849886041,14.071622592026,44.7531924193699,14.513,107484142.71556
Saudi Arabia,1991,7.8570043382004,25.8568830565138,66.2861126052859,7.294,132223230974.633
Senegal,1991,52.3337447386314,12.8014009048258,34.8649042037114,2.867,7255210469.51743
Sierra Leone,1991,70.6333489290172,2.12777401206095,27.2388770589219,4.085,779981987.10656
Singapore,1991,1.21505476559999,34.8388639227811,63.946013774808,2.18,45466164978.2923
Slovak Republic,1991,11.0381155611072,42.0471716935141,46.9147127453787,12.166,14459924588.948
Slovenia,1991,11.1779840063418,45.5501934031763,43.2718225904819,7.08,14454495058.907
Solomon Islands,1991,53.1113292859671,5.63692587175326,41.2517448422796,1.985,227540473.340087
Somalia,1991,38.708220928875,15.3269226199271,45.9649597720329,19.315,717974929.763158
South Africa,1991,23.5583951563575,26.811345339225,49.6302595044175,23.002,135203698237.977
Spain,1991,10.6668412101802,32.0416225392504,57.2915362505694,15.929,576753902321.857
Sri Lanka,1991,41.3901813522311,19.9776730203686,38.6321456274003,14.661,9000362581.58086
St. Lucia,1991,24.7494335018302,22.8843472198013,52.3662192783685,16.498,613703703.703704
St. Vincent and the Grenadines,1991,24.780701754386,21.2438146648673,53.9726720647773,19.77,254829629.62963
Sudan,1991,55.4731665166876,13.5099756176542,31.0168578656582,15.652,44171194366.2039
Suriname,1991,4.33642311370329,19.395551852448,76.2680250338487,17.085,448100000.0
Sweden,1991,3.22391766739632,27.3476245818798,69.4284577507238,3.243,273834608019.843
Switzerland,1991,5.03143793927218,28.385108406254,66.5834257431325,1.818,268901693863.319
Syrian Arab Republic,1991,28.2144807807369,30.328996781685,41.4565224375781,6.75,12981833333.3333
Tajikistan,1991,54.8628144012105,21.5909032651659,23.5462090957095,1.845,2536585365.85366
Tanzania,1991,84.5905863503395,2.60216702942606,12.8072383503292,3.6,7197768158.58347
Thailand,1991,61.2579149338956,15.6843428044174,23.0577388100377,2.63,98234714971.0612
Timor-Leste,1991,69.0434907019761,7.55185534666181,23.4046539513621,3.51,147713000.0
Togo,1991,60.2694310418956,7.86947244382872,31.8610965142757,4.085,2262767860.10937
Tonga,1991,40.3706956600745,26.9087495078591,32.7235833913807,1.349,132201141.446861
Trinidad and Tobago,1991,11.7382261105514,28.7962750516246,59.4654988378241,18.52,5307905882.35294
Tunisia,1991,23.0520964579591,31.8288729753673,45.1190305666736,15.946,13074782608.6957
Turkiye,1991,47.7614645022633,20.2898238747032,31.9487116230334,8.21,151034731543.624
Turkmenistan,1991,35.9473005821549,30.6388907987506,33.4138086190946,1.4,3208098919.0146
Uganda,1991,73.2536199125688,7.39140660940503,19.3549734780262,3.464,3321729159.62277
Ukraine,1991,19.3297807806092,34.1076212645278,46.5626064083572,1.9,77350733982.4458
United Arab Emirates,1991,9.31706576314204,29.0205701451914,61.662267368362,1.625,51552165622.4462
United Kingdom,1991,2.1651770111817,30.4256980712188,67.4091249175995,8.55,1142797178130.51
United States,1991,2.77697481963934,24.50177348253,72.7212516978306,6.8,6158129000000.0
Uruguay,1991,7.20246500428519,27.0851732440926,65.7123617516223,8.95,11206176650.9075
Uzbekistan,1991,41.4148470063366,20.9748470883726,37.6102922326294,1.9,13800167711.5003
Vanuatu,1991,69.4304490690033,4.18035779481563,26.3891931361811,7.997,201334169.054441
"Venezuela, RB",1991,12.6311633075394,26.0506403475293,61.3181963449313,9.45,53453444786.6256
Viet Nam,1991,74.6171406051128,8.92962059683581,16.4532419219042,2.142,9613369520.41885
"Yemen, Rep.",1991,54.8223186623174,11.7516626499391,33.4260186877434,8.409,14665445462.1149
Zambia,1991,72.694513317256,7.98310952095691,19.3223771617871,18.9,3376806697.1218
Zimbabwe,1991,65.2921632702792,12.9733802455882,21.7344564841326,4.813,8641482395.798
Albania,1992,53.1987915884304,12.0241879444683,34.7769219017205,30.007,652174990.837304
Algeria,1992,23.9670452189989,24.9965212601526,51.0364142747082,24.38,48003133346.9957
Angola,1992,39.9382622594256,8.11794659026689,51.9437911503075,16.978,8307810973.58848
Argentina,1992,13.4722546179715,28.1055421342813,58.4222032477472,6.36,228778917308.17
Armenia,1992,55.1277094672792,15.1874200868242,29.6848704458966,1.8,1272835453.42634
Australia,1992,5.05397597053901,24.0863396262664,70.8596844031946,10.733,325525379566.838
Austria,1992,7.05443073529817,32.5261778803621,60.4193913843398,3.59,194314032056.098
Azerbaijan,1992,45.4081584678024,21.5448420360936,33.0470271523021,1.8,444658671.586716
"Bahamas, The",1992,5.25085281637407,15.2999417588818,79.4483734087695,14.81,3109000000.0
Bahrain,1992,2.31519329799159,28.5433751085115,69.1414315934969,0.971,5402232446.80851
Bangladesh,1992,64.065359885602,11.8003161983294,24.1343239160686,2.234,31708874594.1645
Barbados,1992,6.24347380656855,19.6672380164312,74.0892881770002,22.94,1957000000.0
Belarus,1992,23.2390024103744,38.5383037019904,38.2226938876352,3.1,16939790093.9054
Belgium,1992,2.68172321167314,29.9873554309096,67.3309213574173,6.702,234781652446.675
Belize,1992,28.2632804702229,18.1490517910613,53.5858193782115,9.697,696250000.0
Benin,1992,55.498235404908,16.9047213533797,27.5970432417123,1.51,1695315305.70308
Bhutan,1992,72.0359368076467,5.5989618657479,22.3651013266054,1.397,240233531.160464
Bolivia,1992,43.2467585404446,18.83598849652,37.9172529630355,3.031,5643868748.68126
Bosnia and Herzegovina,1992,27.0241553690553,32.1411999677211,40.8345606036152,18.5,4735044707.23969
Botswana,1992,15.9532445974609,25.5720184849323,58.4747369176068,16.326,4146464586.61674
Brazil,1992,18.9108360850635,23.5090940676565,57.58006984728,7.086,328191909882.232
Brunei Darussalam,1992,1.94677669273179,24.1405715109365,73.9126517963317,4.711,6327966444.87488
Bulgaria,1992,14.8136609024305,43.7172133548494,41.4690961552231,15.3,8602887622.63828
Burkina Faso,1992,89.2597888066454,3.34285871083955,7.39735248251509,2.511,3356692505.18266
Burundi,1992,91.9546174687503,2.43705816937992,5.60832436186975,3.133,1083037670.60484
Cabo Verde,1992,36.6573139499849,13.775798433263,49.566887616752,13.448,357160985.327413
Cambodia,1992,77.9919172330893,4.37435630112513,17.6337021523248,0.76,2491486594.18917
Cameroon,1992,68.8059488466509,9.50686432354413,21.687186829805,8.999,12071775335.0433
Canada,1992,3.45133011906065,23.1816328379157,73.367029418555,11.197,594387358318.855
Central African Republic,1992,76.698437600439,7.22890443845938,16.0726579611016,5.455,1411917553.12436
Chad,1992,82.9616897550032,2.10703434915357,14.9312758958433,0.664,1881847669.69794
Chile,1992,18.0203174311571,26.4703273887413,55.5093353837114,4.35,46538895685.8088
China,1992,58.5001231645228,21.700024125406,19.7998527100713,2.37,428502354788.069
Colombia,1992,20.2449631613977,20.8039056817979,58.9511311568045,9.44,58394443377.5416
Comoros,1992,59.4201719966658,14.5861711427816,25.9936568605526,4.532,457388651.500941
"Congo, Dem. Rep.",1992,72.6415272367047,8.00465996418045,19.3538060353489,3.36,8227343907.26679
"Congo, Rep.",1992,45.0293483770367,23.0595312256156,31.9109914218389,19.92,2933222703.0334
Costa Rica,1992,18.1043566415479,26.1723110145939,55.7233323438582,3.93,8579754757.93237
Cote d'Ivoire,1992,54.4759614812346,11.8406637226078,33.6833509897513,6.7,11152971273.9383
Croatia,1992,22.4611839466219,29.3852906023321,48.153525451046,10.914,10621169290.9986
Cuba,1992,25.2979231105157,24.0513981171816,50.6506536887934,8.778,22085858243.2432
Cyprus,1992,12.1611127992167,28.5014123816919,59.3371934681567,2.09,6912150456.32334
Czechia,1992,8.12976850740378,44.162899333884,47.7073118130806,2.6,35051065440.3962
Denmark,1992,5.27983112473331,26.4036254094173,68.3165434658493,9.027,152966494259.538
Djibouti,1992,2.54227563400411,5.19825994429318,92.2594644217027,25.985,478058304.871118
Dominican Republic,1992,21.6268913891401,26.5588075193078,51.814301091552,6.7,11605382504.0
Ecuador,1992,26.9811735321825,24.2620522583787,48.7567498231384,4.346,18094238119.0595
"Egypt, Arab Rep.",1992,38.4559341630888,21.4755690124019,40.0685033657088,8.92,41855986519.4235
El Salvador,1992,26.6951890650255,25.2286752047512,48.0761357302233,7.88,5813399300.0
Equatorial Guinea,1992,68.4320277691431,7.7349497461403,23.8330224847166,7.45,134707183.84662
Eritrea,1992,71.1931552243836,7.88147704366602,20.9252429183907,5.256,477101651.648376
Eswatini,1992,20.0868875762964,25.2649555006122,54.6486260784709,21.052,1284759927.54594
Ethiopia,1992,78.2005052498133,6.4015297499675,15.3979698080928,3.379,10754799036.5745
Fiji,1992,17.3778198913955,16.851926090601,65.7698895732352,4.653,1532411039.05479
Finland,1992,8.28645111799834,28.2527987397345,63.4607501422671,11.595,112537828510.751
France,1992,5.59623870243148,27.9795712124549,66.4241986687099,10.203,1389663073110.28
Gabon,1992,44.0733080732596,9.43657647904733,46.4905193934351,17.725,5592390827.39854
"Gambia, The",1992,66.0357022778192,4.36081861973398,29.6034791024469,9.961,714254256.122189
Georgia,1992,48.0567052955088,12.4796747803505,39.4636199241407,5.4,3690328963.64086
Germany,1992,3.59948978416884,38.7046933516699,57.6958195734637,6.323,2141377582968.07
Ghana,1992,62.3793328620264,10.2319619423524,27.3887051956212,4.7,6416103925.83267
Greece,1992,19.6207982151583,25.3703048094023,55.0089226669654,8.927,114608178405.434
Guatemala,1992,31.9079353403255,25.9044716529646,42.18759300671,2.639,10440781587.5435
Guinea,1992,72.9503427808179,5.2187186948433,21.8309385243388,4.598,4789220416.70641
Guinea-Bissau,1992,62.9614040164552,9.91321905037504,27.1253769331698,3.099,588309271.28603
Guyana,1992,34.4542392027918,21.867548867327,43.6782119298812,11.9,373573141.486811
Haiti,1992,53.7008593182656,11.1950302897624,35.1041496248746,7.428,2257129791.61575
Honduras,1992,38.2251194212705,20.1162275243149,41.6585990603961,3.06,4943700431.07368
"Hong Kong SAR, China",1992,0.711786111350424,34.1537676801243,65.1344803961387,1.96,104272507639.282
Hungary,1992,11.2813829409397,35.0872822629656,53.6313347960947,9.942,38857339124.9084
Iceland,1992,10.1266538505032,25.9944306230917,63.8789155264051,4.305,7080981738.05606
India,1992,63.1983935960203,14.6544435375883,22.1471628663915,7.733,288208070278.013
Indonesia,1992,46.3283740250644,17.1849688649664,36.4866571099692,2.734,128026966579.964
"Iran, Islamic Rep.",1992,24.7687095021894,31.3484212968233,43.8828619965736,10.653,119768691216.667
Iraq,1992,18.297507985543,24.5089402236608,57.1935770335431,8.368,553671957.671958
Ireland,1992,13.5574746921801,27.2817072871815,59.1607363166194,15.021,55918538121.3989
Israel,1992,3.52568634171326,28.7178367149562,67.7565319573949,14.08,79457685757.166
Italy,1992,8.00436549474627,34.6344058154768,57.361228689777,9.321,1323204350353.5
Jamaica,1992,27.4747568785809,19.0756731175788,53.4496669808722,6.389,3535460089.80719
Japan,1992,6.41586011475405,34.7642859137005,58.8198539715455,2.158,3980702922117.66
Jordan,1992,4.77734170054489,21.059110773713,74.1635475257421,19.945,5310833193.59005
Kazakhstan,1992,36.6534341524116,17.9424813561287,45.404096770696,1.0,24917355371.9008
Kenya,1992,47.940790749023,13.5741107202107,38.4850985307663,2.903,8209120763.04955
"Korea, Rep.",1992,14.0287173464817,35.7529881890805,50.2182944644378,2.513,355524903068.056
Kuwait,1992,2.32572469014471,22.6848271803862,74.9894481294692,0.875,19858555214.7239
Kyrgyz Republic,1992,38.1611407370694,22.5393372555858,39.2995220073448,1.1,2315346942.855
Lao PDR,1992,86.0786181424687,3.10931455547838,10.8120673020529,2.717,1127806944.61513
Lebanon,1992,7.16825567869238,24.2212086400142,68.6105356812934,8.259,5843579160.90122
Lesotho,1992,51.1475589395034,19.0490639542457,29.803377106251,15.543,831029861.704746
Liberia,1992,56.3584530062744,10.9971205189938,32.6444264747318,2.623,223500000.0
Libya,1992,14.4043977845747,27.8467309880057,57.7488712274196,18.796,33887047909.2746
Luxembourg,1992,3.36972166774272,26.648581091887,69.9816972403703,2.029,15518702634.8808
"Macao SAR, China",1992,0.400117045367802,30.4152566092466,69.1846263453856,2.196,4914365189.04984
Madagascar,1992,79.1709725550676,8.89982341677082,11.9291861118437,6.268,3714966678.33381
Malawi,1992,75.1899365192513,7.21156717496219,17.5984963057865,5.073,2618837835.02508
Malaysia,1992,18.5288644042939,31.6198040441349,49.8513457904802,3.71,59167550162.956
Maldives,1992,21.3991899759524,22.5762561701051,56.0261359321605,0.805,284875809.039634
Mali,1992,69.2186351837485,7.32308211372756,23.4582534149987,1.483,2830673378.13006
Malta,1992,2.57235927857388,33.9524528189113,63.4751879025148,6.349,3021942758.83978
Mauritania,1992,46.9403140430056,15.8909237165326,37.1687622404618,10.058,2164298425.48412
Mauritius,1992,14.4072640569627,39.9770431909965,45.6156927520408,9.451,3267677814.23984
Mexico,1992,25.9170525141726,23.0568063193811,51.0261444950852,3.235,363157832923.734
Moldova,1992,40.0000105658153,18.8287054182029,41.1713368450581,3.7,2319243435.96096
Mongolia,1992,44.6772061614165,16.8488830142257,38.4737799531481,5.843,1317611863.84977
Morocco,1992,42.9476104582384,24.1353943662159,32.917009920661,13.8,33711069430.78
Mozambique,1992,85.0635714721977,2.32593298839461,12.6104955394077,3.033,2798696511.18156
Myanmar,1992,69.0538239243628,8.99790302947119,21.9482780885363,0.8,2411552288.76212
Namibia,1992,47.3308049417124,14.7578365624431,37.9113584958445,18.932,3429521699.4026
Nepal,1992,77.2279535053003,8.77984029987525,13.9922061948244,10.493,3401211581.29176
Netherlands,1992,4.18586142722589,24.5372387450144,71.2768998277597,5.555,363497050125.313
New Caledonia,1992,7.92584112635852,24.222060332139,67.8506117958401,18.616,2923883281.08579
New Zealand,1992,10.8394104582031,23.1989690560777,65.9616855048868,10.667,41649829859.6342
Nicaragua,1992,34.9549869242222,18.2994545973509,46.7455584784269,7.838,1792800000.0
Niger,1992,79.0310596372668,8.62033984413883,12.3486005185944,1.566,3386232579.22522
Nigeria,1992,52.1195643941237,11.4183546254799,36.4620779015094,3.81,52058181853.8055
North Macedonia,1992,26.7024281407989,36.2774837214086,37.0200881377924,26.3,2436849341.97604
Norway,1992,5.51398868319018,23.4740933911394,71.0119674002259,5.91,130838040067.584
Oman,1992,9.70012114081117,7.50883252520077,82.7910463339881,4.158,14183615084.5254
Pakistan,1992,46.8448622257291,21.1419401239793,32.0132006155227,0.596,48884671947.4657
Panama,1992,24.9846486434234,16.9817310618086,58.033620294768,6.303,8042337700.0
Papua New Guinea,1992,37.1450065044908,3.27795461521974,59.5770388802895,2.618,4377980510.05598
Paraguay,1992,29.6134749452962,18.4337871991897,51.9527984355804,4.98,7157424031.06045
Peru,1992,42.1195503056201,15.9553906654808,41.9250716729815,5.071,35966302303.263
Philippines,1992,45.4865012980877,15.9698690109134,38.5436296909989,3.844,60422328242.1803
Poland,1992,24.8986679266149,32.6110811980266,42.4902508753585,13.645,94337050693.2727
Portugal,1992,11.6716181662689,33.3651525216634,54.9632076171666,3.985,107592098307.098
Qatar,1992,4.29378370100221,31.4308813368569,64.2756911154008,0.87,7646153983.51648
Romania,1992,38.9780196113301,33.7378030470882,27.2841773415817,8.26,25121666666.6667
Russian Federation,1992,12.1244885291667,32.894507511326,54.9810122881817,5.181,460290556900.726
Rwanda,1992,89.6299983637424,2.34625515939684,8.02374647686078,12.12,2029026961.55894
Samoa,1992,46.3329895228272,10.6689828637606,42.9980276134122,2.44,132303041.36253
Sao Tome and Principe,1992,40.1965300168893,14.2791340396131,45.5243359434976,14.662,94861780.6228352
Saudi Arabia,1992,7.66750429738262,25.9310404366902,66.4014552659272,7.2,137087850467.29
Senegal,1992,52.2328353532345,12.7639636224377,35.0032493781696,2.926,7769817839.95644
Sierra Leone,1992,70.9756956208707,2.22873962392004,26.7955647552092,4.266,679940813.948366
Singapore,1992,1.18500673988479,34.3283494488424,64.4867090254459,3.09,52131320032.8797
Slovak Republic,1992,10.8578129523664,40.2724446801484,48.8697423674851,12.192,15699327209.2121
Slovenia,1992,10.9076982812849,44.7904508219455,44.3018508967697,7.809,14277261540.7456
Solomon Islands,1992,53.2545720840408,5.79044236776276,40.9549855481964,1.868,269034595.812985
